author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
real_estate_agent,https://spb.cian.ru/sale/flat/308572985/,13,14,2,51.12,15150000.0,Черная речка
real_estate_agent,https://www.cian.ru/sale/flat/306021420/,23,27,1,38.4,15300000.0,Верхние Лихоборы
homeowner,https://www.cian.ru/sale/flat/306935221/,19,33,1,31.7,16900000.0,Шелепиха
representative_developer,https://sochi.cian.ru/sale/flat/303245902/,1,12,2,47.95,17214050.0,
representative_developer,https://sochi.cian.ru/sale/flat/301730910/,7,10,2,80.5,17307500.0,
representative_developer,https://sochi.cian.ru/sale/flat/302688719/,3,8,1,27.34,17224200.0,
real_estate_agent,https://www.cian.ru/sale/flat/301859610/,13,24,1,36.8,17750000.0,Верхние котлы
developer,https://spb.cian.ru/sale/flat/300245913/,4,12,1,47.7,18216375.0,
unknown,https://spb.cian.ru/sale/flat/273935134/,9,12,2,65.0,18350000.0,Озерки
realtor,https://www.cian.ru/sale/flat/307501709/,12,12,2,43.9,18999000.0,Динамо
real_estate_agent,https://spb.cian.ru/sale/flat/303136988/,4,4,2,71.6,20200000.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/304958596/,17,26,1,38.6,20460000.0,Авиамоторная
real_estate_agent,https://www.cian.ru/sale/flat/305172078/,35,41,1,42.1,22890000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/308501277/,12,25,2,61.0,23000000.0,Бульвар Генерала Карбышева
representative_developer,https://sochi.cian.ru/sale/flat/303685478/,4,11,1,44.1,23593500.0,
representative_developer,https://sochi.cian.ru/sale/flat/302688723/,2,8,2,45.01,23855300.0,
real_estate_agent,https://www.cian.ru/sale/flat/308963571/,6,53,2,54.3,24500000.0,Трикотажная
real_estate_agent,https://krym.cian.ru/sale/flat/290163066/,1,9,2,66.0,25500000.0,
real_estate_agent,https://www.cian.ru/sale/flat/308464614/,14,27,2,42.0,26900000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/303477912/,8,13,2,40.74,27500000.0,Технопарк
homeowner,https://spb.cian.ru/sale/flat/306844828/,9,14,2,67.0,27770000.0,Новочеркасская
realtor,https://www.cian.ru/sale/flat/308084862/,16,16,2,60.0,29624713.0,Спартак
representative_developer,https://sochi.cian.ru/sale/flat/302788703/,2,9,2,54.55,32184500.0,
real_estate_agent,https://www.cian.ru/sale/flat/304428188/,31,52,2,78.0,32900000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/304196611/,22,56,2,71.0,33400000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/303485047/,4,15,2,66.3,34000000.0,Технопарк
developer,https://www.cian.ru/sale/flat/303086921/,40,41,1,45.52,35278000.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/306032967/,39,41,2,57.0,39000000.0,Аэропорт
real_estate_agent,https://krym.cian.ru/sale/flat/302139045/,3,5,2,160.69,40172500.0,
representative_developer,https://sochi.cian.ru/sale/flat/303685480/,3,11,2,75.5,40392500.0,
developer,https://www.cian.ru/sale/flat/300728892/,39,41,2,65.69,48446375.0,Кутузовская
representative_developer,https://sochi.cian.ru/sale/flat/302435177/,2,4,1,33.4,61790000.0,
real_estate_agent,https://www.cian.ru/sale/flat/304787065/,79,97,1,73.0,72900000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/303920462/,17,78,2,92.0,73000000.0,Москва-Сити
representative_developer,https://sochi.cian.ru/sale/flat/302435208/,3,4,2,33.5,73700000.0,
real_estate_agent,https://www.cian.ru/sale/flat/305844676/,10,15,2,80.0,85000000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/308339727/,3,7,2,114.0,130000000.0,Кропоткинская
developer,https://www.cian.ru/sale/flat/299319262/,5,8,2,122.1,154578600.0,Китай-город
real_estate_agent,https://www.cian.ru/sale/flat/306072341/,68,73,2,223.0,245300000.0,Деловой центр
homeowner,https://vologda.cian.ru/sale/flat/307207341/,1,3,1,34.7,1400000.0,
real_estate_agent,https://krasnoyarsk.cian.ru/sale/flat/306670870/,2,5,2,47.0,2330000.0,
real_estate_agent,https://tula.cian.ru/sale/flat/301471458/,5,5,2,44.7,2850000.0,
developer,https://penza.cian.ru/sale/flat/291733097/,1,17,1,36.5,3175500.0,
developer,https://ryazan.cian.ru/sale/flat/298206155/,2,21,1,25.08,3401800.0,
realtor,https://omsk.cian.ru/sale/flat/303284978/,2,5,2,44.0,3550000.0,
developer,https://penza.cian.ru/sale/flat/296715227/,4,16,1,35.4,3575400.0,
developer,https://penza.cian.ru/sale/flat/291733456/,1,16,1,41.7,3753000.0,
homeowner,https://volgograd.cian.ru/sale/flat/305685889/,4,5,2,45.3,3750000.0,
developer,https://penza.cian.ru/sale/flat/296802144/,1,24,1,33.4,3941200.0,
realtor,https://omsk.cian.ru/sale/flat/308887684/,4,5,2,48.0,4270000.0,
real_estate_agent,https://ulyanovsk.cian.ru/sale/flat/306658510/,8,9,2,52.4,4430000.0,
developer,https://penza.cian.ru/sale/flat/293059196/,2,16,1,44.0,4488000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/308350040/,6,17,2,38.54,4980000.0,
realtor,https://omsk.cian.ru/sale/flat/301085999/,5,9,2,43.5,5100000.0,
developer,https://penza.cian.ru/sale/flat/291733470/,2,16,2,56.9,5462400.0,
real_estate_agent,https://krasnoyarsk.cian.ru/sale/flat/304155542/,3,17,2,56.3,5550000.0,
developer,https://penza.cian.ru/sale/flat/296802868/,7,23,1,43.3,5758900.0,
developer,https://kemerovo.cian.ru/sale/flat/289867716/,10,15,2,39.2,5919200.0,
real_estate_agent,https://tyumen.cian.ru/sale/flat/309013186/,17,18,2,57.91,6183000.0,
developer,https://voronezh.cian.ru/sale/flat/296018685/,2,25,2,44.72,6236194.0,
developer,https://kaluga.cian.ru/sale/flat/287212119/,2,19,1,48.44,6532863.0,
real_estate_agent,https://tyumen.cian.ru/sale/flat/309013782/,20,20,2,60.2,6732000.0,
developer,https://kemerovo.cian.ru/sale/flat/303205818/,10,10,2,60.07,6667770.0,
real_estate_agent,https://tyumen.cian.ru/sale/flat/309013850/,5,20,2,60.1,6903000.0,
developer,https://penza.cian.ru/sale/flat/278000571/,2,16,2,59.3,7116000.0,
unknown,https://tomsk.cian.ru/sale/flat/307903937/,6,10,2,59.1,7100000.0,
real_estate_agent,https://tyumen.cian.ru/sale/flat/309013933/,18,20,2,52.3,7200000.0,
real_estate_agent,https://voronezh.cian.ru/sale/flat/305998531/,2,17,2,70.1,7440000.0,
homeowner,https://stavropol.cian.ru/sale/flat/308088999/,5,5,2,61.1,7350000.0,
real_estate_agent,https://krym.cian.ru/sale/flat/287530256/,2,8,2,47.4,7500000.0,
homeowner,https://sevastopol.cian.ru/sale/flat/308493438/,11,12,2,52.4,7500000.0,
developer,https://penza.cian.ru/sale/flat/296801990/,7,24,2,67.8,7661400.0,
real_estate_agent,https://novosibirsk.cian.ru/sale/flat/304048050/,4,5,2,63.5,8200000.0,Гагаринская
developer,https://penza.cian.ru/sale/flat/296715607/,6,15,2,44.9,8306500.0,
developer,https://penza.cian.ru/sale/flat/296802437/,13,24,2,72.7,8651300.0,
real_estate_agent,https://krym.cian.ru/sale/flat/299334787/,8,13,2,62.2,9000000.0,
developer,https://krym.cian.ru/sale/flat/299845413/,2,5,2,64.22,9600000.0,
developer,https://kaluga.cian.ru/sale/flat/287212060/,8,19,2,62.59,10208429.0,
real_estate_agent,https://krym.cian.ru/sale/flat/307215939/,16,17,1,46.3,10900000.0,
developer,https://ufa.cian.ru/sale/flat/299601581/,2,25,1,31.32,3288600.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/303338937/,4,6,1,36.6,3600000.0,
real_estate_agent,https://rostov.cian.ru/sale/flat/307816445/,4,5,2,45.0,4040000.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/270890007/,16,17,1,35.03,4203600.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308825262/,3,4,1,29.9,4300000.0,Купчино
real_estate_agent,https://sochi.cian.ru/sale/flat/308944436/,9,11,1,32.0,4400000.0,
developer,https://ufa.cian.ru/sale/flat/280246208/,3,16,1,25.93,4537750.0,
developer,https://ufa.cian.ru/sale/flat/300730101/,1,8,1,42.78,4792445.0,
developer,https://rostov.cian.ru/sale/flat/276740267/,1,33,1,35.71,5070820.0,
developer,https://krasnodar.cian.ru/sale/flat/297704752/,16,16,2,47.47,5259676.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/297527170/,1,5,1,44.2,5345600.0,
homeowner,https://krasnodar.cian.ru/sale/flat/308184223/,2,5,1,30.0,5300000.0,
developer,https://ufa.cian.ru/sale/flat/299011367/,24,25,2,33.4,5392997.0,
realtor,https://krasnodar.cian.ru/sale/flat/307665758/,8,22,1,41.26,5500000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/297727498/,10,13,1,35.24,5600000.0,
developer,https://spb.cian.ru/sale/flat/269630103/,1,12,1,38.08,5750080.0,
developer,https://krasnodar.cian.ru/sale/flat/303917969/,9,16,1,37.4,5946600.0,
developer,https://rostov.cian.ru/sale/flat/293510728/,25,25,2,39.2,6138720.0,
developer,https://rostov.cian.ru/sale/flat/253680213/,18,26,1,41.61,6199890.0,
developer,https://rostov.cian.ru/sale/flat/302625614/,6,30,1,45.03,6169110.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/262053329/,17,17,2,70.85,6589050.0,
developer,https://spb.cian.ru/sale/flat/272328497/,1,16,1,38.27,6919199.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/300872164/,2,17,1,40.0,7500000.0,
developer,https://ufa.cian.ru/sale/flat/280246183/,9,16,2,47.28,7564800.0,
representative_developer,https://anapa.cian.ru/sale/flat/296736582/,7,16,1,45.3,7665000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/308334263/,5,5,1,30.0,7850000.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/297527173/,1,5,2,65.1,7897463.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/290749537/,6,19,1,18.0,7900000.0,
developer,https://spb.cian.ru/sale/flat/300485738/,5,9,2,53.11,8174490.0,Рыбацкое
developer,https://kazan.cian.ru/sale/flat/297828879/,12,14,1,34.1,8282207.0,Площадь Тукая
real_estate_agent,https://spb.cian.ru/sale/flat/307220316/,4,9,2,51.6,8490000.0,Проспект Славы
developer,https://rostov.cian.ru/sale/flat/302625606/,6,30,2,62.99,8440660.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/304285961/,16,19,2,51.0,8500000.0,
developer,https://rostov.cian.ru/sale/flat/291067684/,1,10,1,41.54,8723400.0,
homeowner,https://spb.cian.ru/sale/flat/297769972/,2,4,1,42.5,8990000.0,
representative_developer,https://anapa.cian.ru/sale/flat/301327035/,1,15,1,40.2,9246000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/305603918/,12,12,2,51.0,9400000.0,Старая Деревня
real_estate_agent,https://krasnodar.cian.ru/sale/flat/297836503/,3,10,2,54.4,9500000.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/299274497/,22,24,2,63.7,9937200.0,
real_estate_agent,https://spb.cian.ru/sale/flat/304570827/,22,25,2,57.2,10300000.0,Ленинский проспект
homeowner,https://samara.cian.ru/sale/flat/307632916/,10,14,1,52.0,10500000.0,Алабинская
developer,https://spb.cian.ru/sale/flat/300830637/,14,15,2,51.74,10839999.0,
developer,https://kazan.cian.ru/sale/flat/301111333/,2,25,2,61.4,12709800.0,Горки
real_estate_agent,https://nn.cian.ru/sale/flat/294597363/,17,17,2,70.5,13190000.0,Горьковская
real_estate_agent,https://sochi.cian.ru/sale/flat/274310673/,6,7,2,68.0,13500000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/305686925/,5,6,1,30.0,13500000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308567365/,6,9,1,37.42,13845400.0,Елизаровская
real_estate_agent,https://sochi.cian.ru/sale/flat/302572079/,9,19,2,45.0,14500000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308566815/,7,8,1,42.19,15610300.0,Елизаровская
real_estate_agent,https://sochi.cian.ru/sale/flat/296043228/,8,18,2,56.0,17100000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308830127/,8,9,1,43.7,18135500.0,Крестовский остров
developer,https://spb.cian.ru/sale/flat/300245919/,5,12,2,46.0,18550000.0,
developer,https://krasnodar.cian.ru/sale/flat/302632030/,4,23,2,62.03,18609000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308213607/,8,12,2,57.1,18700000.0,Василеостровская
developer,https://ufa.cian.ru/sale/flat/299760926/,4,25,1,141.9,19154000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/296683016/,7,11,2,60.2,21672000.0,Фрунзенская
real_estate_agent,https://krasnodar.cian.ru/sale/flat/304111485/,7,12,2,75.0,22000000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/296941312/,9,11,2,60.4,22348000.0,Фрунзенская
real_estate_agent,https://spb.cian.ru/sale/flat/302801256/,6,8,2,110.2,23000000.0,Горный институт
real_estate_agent,https://spb.cian.ru/sale/flat/306786403/,7,9,1,47.0,25500000.0,Чкаловская
representative_developer,https://spb.cian.ru/sale/flat/296753888/,1,8,2,71.4,26418000.0,Крестовский остров
real_estate_agent,https://krasnodar.cian.ru/sale/flat/304615323/,7,9,1,30.0,27000000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/308070989/,5,6,1,47.0,29000000.0,
developer,https://kazan.cian.ru/sale/flat/303079733/,4,8,2,63.21,29131150.0,Площадь Тукая
real_estate_agent,https://spb.cian.ru/sale/flat/308404915/,9,16,2,62.2,30950000.0,Чкаловская
representative_developer,https://spb.cian.ru/sale/flat/296754060/,7,8,2,59.0,31860000.0,Горный институт
real_estate_agent,https://sochi.cian.ru/sale/flat/308595334/,3,16,2,70.0,35800000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/308591152/,2,5,2,47.0,46500000.0,
realtor,https://www.cian.ru/sale/flat/266615228/,2,2,2,38.8,2850000.0,
real_estate_agent,https://cheboksary.cian.ru/sale/flat/308684188/,1,4,1,37.4,3090000.0,
real_estate_agent,https://penza.cian.ru/sale/flat/306025566/,4,9,2,41.2,3250000.0,
real_estate_agent,https://kemerovo.cian.ru/sale/flat/307084364/,5,10,1,36.5,3650000.0,
realtor,https://volgograd.cian.ru/sale/flat/306107002/,9,9,2,50.2,3650000.0,
developer,https://ryazan.cian.ru/sale/flat/303065582/,1,16,1,26.7,3650200.0,
homeowner,https://orenburg.cian.ru/sale/flat/307795267/,3,9,2,52.0,3700000.0,
real_estate_agent,https://saratov.cian.ru/sale/flat/305732188/,3,10,1,42.2,3750000.0,
realtor,https://volgograd.cian.ru/sale/flat/299113153/,2,5,1,32.4,3800000.0,
homeowner,https://lipetsk.cian.ru/sale/flat/305701795/,19,21,1,45.7,3890000.0,
homeowner,https://ulyanovsk.cian.ru/sale/flat/308184253/,1,9,2,54.5,3900000.0,
real_estate_agent,https://naro-fominsk.cian.ru/sale/flat/308401662/,1,5,1,30.8,4000000.0,
real_estate_agent,https://cheboksary.cian.ru/sale/flat/299890637/,3,5,2,44.2,4100000.0,
real_estate_agent,https://vladikavkaz.cian.ru/sale/flat/308281024/,1,9,1,48.0,4120000.0,
unknown,https://stavropol.cian.ru/sale/flat/306891565/,6,9,1,35.3,4300000.0,
developer,https://noginsk.cian.ru/sale/flat/297074582/,16,17,1,25.5,4307800.0,
realtor,https://losino-petrovskiy.cian.ru/sale/flat/308874785/,7,16,1,40.0,4500000.0,
realtor,https://volgograd.cian.ru/sale/flat/303656749/,2,9,2,50.7,4595000.0,
developer,https://kemerovo.cian.ru/sale/flat/291942733/,7,15,1,29.4,4645200.0,
homeowner,https://ramenskoye.cian.ru/sale/flat/305600116/,4,9,1,37.7,4800000.0,Раменское
real_estate_agent,https://orenburg.cian.ru/sale/flat/303821222/,17,18,2,58.0,4850000.0,
real_estate_agent,https://penza.cian.ru/sale/flat/306895923/,14,17,1,39.8,4850000.0,
real_estate_agent,https://penza.cian.ru/sale/flat/298330296/,16,16,1,45.33,4850000.0,
representative_developer,https://voronezh.cian.ru/sale/flat/301706857/,1,8,2,58.0,4936770.0,
representative_developer,https://penza.cian.ru/sale/flat/297717486/,10,16,1,46.76,5143600.0,
developer,https://kirov.cian.ru/sale/flat/300148456/,3,8,1,38.0,5198400.0,
developer,https://krasnoyarsk.cian.ru/sale/flat/292228254/,22,24,2,37.8,5292000.0,
developer,https://lipetsk.cian.ru/sale/flat/301741505/,2,17,2,58.52,5266800.0,
homeowner,https://cheboksary.cian.ru/sale/flat/291159225/,3,9,2,51.8,5250000.0,
real_estate_agent,https://solnechnogorsk.cian.ru/sale/flat/296279143/,3,5,2,44.3,5350000.0,
homeowner,https://kaliningrad.cian.ru/sale/flat/307103122/,1,5,1,37.2,5780000.0,
real_estate_agent,https://naro-fominsk.cian.ru/sale/flat/307945497/,4,5,2,43.8,5850000.0,
developer,https://kaliningrad.cian.ru/sale/flat/267374378/,9,17,1,40.9,5988000.0,
homeowner,https://cheboksary.cian.ru/sale/flat/308423360/,6,10,2,60.4,6090000.0,
homeowner,https://tomsk.cian.ru/sale/flat/279385534/,12,17,2,62.79,6300000.0,
real_estate_agent,https://sevastopol.cian.ru/sale/flat/300818703/,1,5,2,42.0,6350000.0,
representative_developer,https://voronezh.cian.ru/sale/flat/303512014/,8,20,2,61.0,6356970.0,
real_estate_agent,https://sevastopol.cian.ru/sale/flat/284616459/,1,2,1,30.0,6600000.0,
representative_developer,https://volgograd.cian.ru/sale/flat/293886668/,19,23,2,65.61,6702220.0,
real_estate_agent,https://krasnoyarsk.cian.ru/sale/flat/286652778/,12,16,1,41.7,6800000.0,
real_estate_agent,https://omsk.cian.ru/sale/flat/307927159/,5,5,2,60.0,6900000.0,
real_estate_agent,https://sevastopol.cian.ru/sale/flat/306315560/,1,5,2,56.4,6950000.0,
real_estate_agent,https://tyumen.cian.ru/sale/flat/309013905/,4,20,2,55.0,7011000.0,
real_estate_agent,https://tyumen.cian.ru/sale/flat/307515825/,7,16,1,32.3,7110000.0,
real_estate_agent,https://vidnoye.cian.ru/sale/flat/295310562/,10,16,1,42.6,7200000.0,
real_estate_agent,https://voronezh.cian.ru/sale/flat/295040214/,4,4,2,51.3,7250000.0,
real_estate_agent,https://omsk.cian.ru/sale/flat/305460115/,1,15,1,36.0,7390000.0,
real_estate_agent,https://stavropol.cian.ru/sale/flat/299720899/,5,10,1,37.0,7400000.0,
real_estate_agent,https://naro-fominsk.cian.ru/sale/flat/304868974/,4,9,2,49.1,7700000.0,
unknown,https://blagoveschensk.cian.ru/sale/flat/300583927/,3,9,1,44.1,7717500.0,
unknown,https://volgograd.cian.ru/sale/flat/308259973/,18,19,2,51.1,8400000.0,
homeowner,https://ekb.cian.ru/sale/flat/308190463/,7,28,2,54.4,8750000.0,Геологическая
unknown,https://blagoveschensk.cian.ru/sale/flat/305894767/,5,9,2,57.4,8897000.0,
unknown,https://blagoveschensk.cian.ru/sale/flat/305894881/,4,9,2,58.8,9114000.0,
homeowner,https://voronezh.cian.ru/sale/flat/298109503/,14,18,2,73.5,9800000.0,
realtor,https://krasnogorsk.cian.ru/sale/flat/308494962/,8,10,2,56.1,10500000.0,
real_estate_agent,https://novosibirsk.cian.ru/sale/flat/308383469/,7,10,2,71.9,11000000.0,Площадь Маркса
homeowner,https://mytishchi.cian.ru/sale/flat/305024238/,1,4,1,37.7,14100000.0,
real_estate_agent,https://www.cian.ru/sale/flat/307265461/,17,17,2,51.2,14550000.0,Медведково
real_estate_agent,https://www.cian.ru/sale/flat/308279827/,2,23,1,55.0,15500000.0,Новогиреево
developer,https://www.cian.ru/sale/flat/307211222/,8,9,1,57.6,117936000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/299890518/,9,40,1,41.5,32000000.0,ЦСКА
real_estate_agent,https://www.cian.ru/sale/flat/308789447/,11,12,1,33.5,8000000.0,Улица Академика Янгеля
developer,https://www.cian.ru/sale/flat/306243017/,2,27,1,45.7,21798900.0,Бауманская
real_estate_agent,https://www.cian.ru/sale/flat/301550653/,13,41,1,41.5,31000000.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/308103967/,2,2,1,34.5,6400000.0,Перерва
developer,https://www.cian.ru/sale/flat/306541560/,5,21,1,65.9,82172522.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/303027445/,3,20,1,59.0,61800000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/309028428/,9,14,1,38.5,7000000.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/300288196/,3,49,1,39.37,19037954.0,Дмитровская
homeowner,https://www.cian.ru/sale/flat/268629674/,10,10,1,38.5,11280000.0,Лермонтовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/308499820/,1,5,1,31.3,8400000.0,Перово
developer,https://www.cian.ru/sale/flat/296921064/,2,16,1,45.0,23274675.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/307810501/,75,95,1,57.0,47000000.0,Деловой центр
realtor,https://www.cian.ru/sale/flat/307664639/,2,9,1,31.8,11990000.0,Молодёжная
realtor,https://www.cian.ru/sale/flat/307205775/,4,6,1,59.35,101785250.0,Кузнецкий мост
real_estate_agent,https://www.cian.ru/sale/flat/300522888/,4,5,1,14.4,3450000.0,Авиамоторная
developer,https://www.cian.ru/sale/flat/305005720/,20,49,1,40.62,18197760.0,Марьина Роща
real_estate_agent,https://www.cian.ru/sale/flat/305205701/,4,12,1,42.7,18500000.0,Технопарк
realtor,https://www.cian.ru/sale/flat/308543607/,5,12,1,33.5,14500000.0,Динамо
developer,https://www.cian.ru/sale/flat/302838421/,7,13,1,45.3,27171760.0,Дубровка
real_estate_agent,https://www.cian.ru/sale/flat/302630222/,25,45,1,64.0,40999999.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/307655528/,3,14,1,43.5,12000000.0,Марьино
developer,https://www.cian.ru/sale/flat/293713671/,2,14,1,72.6,139410000.0,Полянка
real_estate_agent,https://www.cian.ru/sale/flat/307496200/,1,10,1,31.0,14500000.0,Ломоносовский проспект
realtor,https://www.cian.ru/sale/flat/308711044/,8,22,1,40.0,13290000.0,Люблино
developer,https://www.cian.ru/sale/flat/304753663/,2,44,1,31.61,14381127.0,Кунцевская
developer,https://www.cian.ru/sale/flat/305099906/,11,47,1,41.11,19496106.0,Бутырская
real_estate_agent,https://www.cian.ru/sale/flat/300812067/,8,17,1,36.2,27000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/294620343/,7,13,1,50.8,30000000.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/309078046/,4,29,1,57.9,33900000.0,Фили
developer,https://www.cian.ru/sale/flat/304369731/,6,8,1,47.2,32150000.0,
real_estate_agent,https://www.cian.ru/sale/flat/299010726/,4,4,1,37.0,37400000.0,Кузнецкий мост
developer,https://www.cian.ru/sale/flat/307003910/,4,6,1,47.0,27566910.0,Сокол
real_estate_agent,https://www.cian.ru/sale/flat/304052206/,5,30,1,28.4,8600000.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/300287873/,11,43,1,40.45,21262138.0,Дмитровская
real_estate_agent,https://www.cian.ru/sale/flat/308167237/,5,7,1,34.6,9000000.0,Щёлковская
developer,https://www.cian.ru/sale/flat/300287761/,7,43,1,37.36,20231748.0,Дмитровская
developer,https://www.cian.ru/sale/flat/307880057/,21,23,1,41.3,11180811.0,Владыкино
realtor,https://www.cian.ru/sale/flat/307275502/,2,12,1,41.0,11700000.0,Семёновская
developer,https://www.cian.ru/sale/flat/306642901/,24,27,1,39.4,22115220.0,Римская
real_estate_agent,https://www.cian.ru/sale/flat/306281451/,9,29,1,30.1,11750000.0,Новые Черёмушки
developer,https://www.cian.ru/sale/flat/303559547/,3,22,1,51.7,31537000.0,Спартак
real_estate_agent,https://www.cian.ru/sale/flat/305813403/,3,3,1,31.3,11800000.0,Физтех
developer,https://www.cian.ru/sale/flat/306728038/,19,23,1,25.8,10151268.0,Владыкино
real_estate_agent,https://www.cian.ru/sale/flat/307993904/,16,16,1,40.0,12300000.0,Ховрино
developer,https://www.cian.ru/sale/flat/307196301/,8,17,1,42.7,22358318.0,Гражданская
real_estate_agent,https://www.cian.ru/sale/flat/303776402/,16,17,1,27.0,13000000.0,Беломорская
real_estate_agent,https://www.cian.ru/sale/flat/306693359/,4,15,1,32.4,14000000.0,ЦСКА
real_estate_agent,https://www.cian.ru/sale/flat/305730509/,5,9,1,36.8,17810000.0,Полежаевская
real_estate_agent,https://www.cian.ru/sale/flat/304298066/,7,17,1,42.9,21300000.0,Лефортово
real_estate_agent,https://www.cian.ru/sale/flat/306708137/,5,5,1,30.7,14500000.0,Площадь Гагарина
developer,https://www.cian.ru/sale/flat/300878920/,10,12,1,34.4,19372498.0,Преображенская площадь
real_estate_agent,https://www.cian.ru/sale/flat/308967173/,6,6,1,152.3,110000000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/305283157/,8,16,1,48.4,15000000.0,Молодёжная
developer,https://www.cian.ru/sale/flat/305914270/,2,24,1,32.6,16906360.0,Сокольники
real_estate_agent,https://www.cian.ru/sale/flat/304104195/,14,21,1,144.0,180000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/306226647/,3,23,1,38.0,16850000.0,Ломоносовский проспект
developer,https://www.cian.ru/sale/flat/300728789/,12,41,1,36.52,26440480.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/292945725/,2,11,1,49.3,58000000.0,Полянка
real_estate_agent,https://www.cian.ru/sale/flat/308007983/,4,18,1,38.2,18000000.0,Кунцевская
developer,https://www.cian.ru/sale/flat/304742429/,22,29,1,34.6,19958664.0,Нагатинская
real_estate_agent,https://www.cian.ru/sale/flat/308700943/,22,22,1,38.3,18600000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/306274190/,1,27,1,37.2,19600000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/300890421/,7,40,1,43.4,20800000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/306956530/,12,26,1,41.3,21200000.0,ЗИЛ
developer,https://www.cian.ru/sale/flat/307450513/,16,32,1,40.8,14263884.0,Стахановская
real_estate_agent,https://www.cian.ru/sale/flat/308951949/,40,63,1,51.0,57600000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/296522785/,15,20,1,50.0,26000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/303818206/,5,17,1,50.2,34900000.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/299455554/,3,45,1,37.7,26390000.0,Фили
developer,https://www.cian.ru/sale/flat/300976168/,2,12,1,40.7,13952164.0,Щёлковская
real_estate_agent,https://www.cian.ru/sale/flat/309038282/,5,5,1,29.5,9800000.0,Люблино
developer,https://www.cian.ru/sale/flat/306728315/,2,23,1,19.9,7730647.0,Владыкино
real_estate_agent,https://www.cian.ru/sale/flat/302912593/,8,9,1,31.2,13150000.0,Красносельская
real_estate_agent,https://www.cian.ru/sale/flat/306511930/,3,8,1,33.0,11500000.0,Преображенская площадь
developer,https://www.cian.ru/sale/flat/306225030/,2,18,1,34.8,15834000.0,Тушинская
real_estate_agent,https://www.cian.ru/sale/flat/307393465/,4,20,1,76.13,32164925.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/293420284/,6,14,1,40.0,20990000.0,Достоевская
developer,https://www.cian.ru/sale/flat/308009168/,14,30,1,41.5,16752273.0,Стрешнево
real_estate_agent,https://www.cian.ru/sale/flat/305494136/,5,20,1,38.1,21000000.0,Фили
