author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ЧФК-Недвижимость,real_estate_agent,https://krasnodar.cian.ru/sale/flat/305276979/,Москва и МО,sale,flat,9,9,1,47.0,-1,0,6500000,Прикубанский, Скандинавская,1к7,,Новые сезоны
Гарант Плюс Недвижимость,real_estate_agent,https://lipetsk.cian.ru/sale/flat/300109081/,Москва и МО,sale,flat,5,14,1,35.0,-1,0,6590000,Советский, Валентина Скороходова,23,,Солнечный
Гарант Плюс Недвижимость,real_estate_agent,https://lipetsk.cian.ru/sale/flat/299847037/,Москва и МО,sale,flat,17,25,1,45.3,-1,0,6690000,мкр. 6-й, Ф.С. Игнатьева,33к1,,Атмосфера
Зеленая долина,developer,https://kazan.cian.ru/sale/flat/290061393/,Москва и МО,sale,flat,5,9,1,55.0,-1,0,6655000,,,,,Зеленая долина
Третий Трест,developer,https://ufa.cian.ru/sale/flat/294535423/,Москва и МО,sale,flat,6,26,1,26.31,-1,0,6709050,Советский,Революционная ,98/4,,Edison
Century 21,real_estate_agent,https://spb.cian.ru/sale/flat/308953084/,Москва и МО,sale,flat,10,15,1,32.6,-1,0,6849900,Выборгский, Руднева,9к1,Проспект Просвещения,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/300749436/,Москва и МО,sale,flat,11,16,1,43.8,-1,0,6800000,Центральный,Бакинская ,2,,Арбат
Тройка,developer,https://kazan.cian.ru/sale/flat/298143426/,Москва и МО,sale,flat,5,5,1,36.5,-1,0,6876007,с. Сокуры, Березовая,3,,Волшебный сад
Петербургская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/304796640/,Москва и МО,sale,flat,6,12,1,34.31,-1,0,6980000,, Солнечная,10к1,Улица Дыбенко,Аквилон Stories
СД ГРУПП,developer,https://blagoveschensk.cian.ru/sale/flat/303433540/,Москва и МО,sale,flat,10,19,1,25.39,-1,0,7000000,,,,,Амур Сити
Proflat,real_estate_agent,https://spb.cian.ru/sale/flat/307592190/,Москва и МО,sale,flat,12,13,1,35.8,-1,0,7149000,Московский,Дунайский проспект,3к3,Звездная,Пулковский посад
Евгений Шумилов,realtor,https://spb.cian.ru/sale/flat/305907207/,Москва и МО,sale,flat,16,28,1,33.0,-1,0,7199000,Выборгский,Заречная ,11к6,Парнас,Три апельсина
Камбер,developer,https://krasnodar.cian.ru/sale/flat/276696696/,Москва и МО,sale,flat,19,23,1,49.2,-1,0,7510183,мкр. Черемушки, Селезнева,104/1,,Дом у озера
АРСЕНАЛ,developer,https://nn.cian.ru/sale/flat/298036169/,Москва и МО,sale,flat,7,10,1,42.4,-1,0,7651996,Нижегородский,Деловая ,22,Горьковская,Облака
ФСК,developer,https://vladivostok.cian.ru/sale/flat/300019564/,Москва и МО,sale,flat,9,22,1,35.8,-1,0,7855093,Первореченский, Адмирала Горшкова,5,,Флагман
Первостроитель,developer,https://ekb.cian.ru/sale/flat/297114709/,Москва и МО,sale,flat,2,24,1,31.3,-1,0,7936000,Кировский, Мира,47/7,Геологическая,Проспект Мира. Компаунд
Ак Барс Дом,developer,https://kazan.cian.ru/sale/flat/300752927/,Москва и МО,sale,flat,4,10,1,37.67,-1,0,7948370,,,,,Дома у Сада. Квартал-сад
РусСтройГруп,developer,https://kaluga.cian.ru/sale/flat/279872453/,Москва и МО,sale,flat,4,5,1,57.64,-1,0,8050000,Обнинск,Белкинская ,12,,Belkin
Иркутский Гектар,real_estate_agent,https://irkutsk.cian.ru/sale/flat/298818732/,Москва и МО,sale,flat,9,9,1,42.1,-1,0,8200000,Октябрьский,Байкальская ,346,,
Кассиопея,real_estate_agent,https://stavropol.cian.ru/sale/flat/305600355/,Москва и МО,sale,flat,5,8,1,46.0,-1,0,8199999,Пятигорск,Московская ,97,,
Прайм,real_estate_agent,https://krym.cian.ru/sale/flat/307700843/,Москва и МО,sale,flat,2,16,1,36.58,-1,0,8413400,,,,,Лучистое
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/308142814/,Москва и МО,sale,flat,5,18,1,66.5,-1,0,8500000,Центральный,Донецкая ,16а,,
ПСК-6,developer,https://ufa.cian.ru/sale/flat/299143694/,Москва и МО,sale,flat,33,34,1,39.7,-1,0,8575200,Советский,лит1,лит1,,Космос ЖК
ВолгаЖилСтрой,real_estate_agent,https://nn.cian.ru/sale/flat/308416417/,Москва и МО,sale,flat,12,18,1,40.3,-1,0,8700000,Советский,Краснозвездная ,31,,Зенит
Прайм,real_estate_agent,https://krym.cian.ru/sale/flat/307139497/,Москва и МО,sale,flat,4,12,1,45.4,-1,0,8800000,Ялта, Красноармейская,36Бк2,,
Реал Инвест,real_estate_agent,https://sochi.cian.ru/sale/flat/289942058/,Москва и МО,sale,flat,6,19,1,25.8,-1,0,8880000,Хостинский, Ясногорская,16/6к5,,Сочи Парк
СтроиТЭК,developer,https://ufa.cian.ru/sale/flat/298057882/,Москва и МО,sale,flat,4,24,1,46.1,-1,0,8989500,Октябрьский,,,,Аурум ЖК
Объединение Застройщиков,representative_developer,https://anapa.cian.ru/sale/flat/300174864/,Москва и МО,sale,flat,3,5,1,36.6,-1,0,8967000,,,,,Гостиничный комплекс ЭДЕН
